plan_name,per_kwh,last_update,company_name,pricing,monthly_charge,phone,intro_price,rate_good_for,cancel_fee,rate_end,renewable_energy,comments,provider,rate_type,retrieval_date
Wilton Basic,$0.11100,9/4/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Meets state minimum renewable energy requirements.,Eversource,ResidentialCompare,2025-09-05
Wilton 50,$0.12050,9/4/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Includes voluntary renewable energy (NH Class I RECs) to total 50% renewable energy.,Eversource,ResidentialCompare,2025-09-05
Wilton Standard,$0.11471,9/4/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default program option offered by Town of Wilton. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-09-05
SureLock 12 - Residential,$0.12890,9/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$110.00,*Last meter read*,0.00 %,Comments:,Eversource,ResidentialCompare,2025-09-05
SimpleClean12 - Residential,$0.13090,9/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$110.00,*Last meter read*,50.00 %,Comments:,Eversource,ResidentialCompare,2025-09-05
14 Month Renewable Fixed,$0.13940,8/11/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,14 months,$10.00,*Last meter read*,100.00 %,$10.00 for each month remaining in your contract.,Eversource,ResidentialCompare,2025-09-05
14 Month Standard Fixed,$0.12990,8/11/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,14 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Eversource,ResidentialCompare,2025-09-05
12 Month Standard Fixed,$0.12790,8/11/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,12 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Eversource,ResidentialCompare,2025-09-05
New Boston GREEN 100%,$0.14690,8/18/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
Optional Green 100,$0.12918,9/4/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,2 months,No,"November, 2025 *Last meter read*",100.00 %,"Available only to residential customers located in Hampton, NH",Eversource,ResidentialCompare,2025-09-05
Standard,$0.09425,9/4/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,2 months,No,"November, 2025 *Last meter read*",24.30 %,"Available only to residential customers located in Hampton, NH",Eversource,ResidentialCompare,2025-09-05
Hillsborough GREEN Default,$0.08850,8/18/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
Hillsborough GREEN 50%,$0.10270,8/18/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
Hillsborough GREEN 100%,$0.11920,8/18/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
Hillsborough BASIC,$0.08810,8/18/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
Jaffrey BASIC,$0.11610,8/18/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
Jaffrey GREEN 50%,$0.12690,8/18/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
Jaffrey GREEN Default,$0.12010,8/18/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
Jaffrey GREEN 100%,$0.14690,8/18/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
Keene 100% Local Green,$0.13900,9/4/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Adds voluntary renewable energy (NH Class I RECs) to total 100%.,Eversource,ResidentialCompare,2025-09-05
Keene Basic,$0.11100,9/4/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Meets state minimum renewable energy requirements.,Eversource,ResidentialCompare,2025-09-05
Keene 50% Local Green,$0.12050,9/4/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Adds voluntary renewable energy (NH Class I RECs) to total 50%.,Eversource,ResidentialCompare,2025-09-05
Keene Local Green,$0.11470,9/4/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default option offered by the City of Keene. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-09-05
Marlborough 100,$0.13900,9/4/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Includes voluntary renewable energy above state required minimum to total 100%.,Eversource,ResidentialCompare,2025-09-05
Marlborough Basic,$0.11100,9/4/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Meets state minimum renewable energy requirements.,Eversource,ResidentialCompare,2025-09-05
Marlborough 50,$0.12050,9/4/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Includes voluntary renewable energy above state required minimum to total 50%.,Eversource,ResidentialCompare,2025-09-05
Marlborough Standard,$0.11471,9/4/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default program plan offered by Town of Marlborough. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-09-05
Milford PLUS 10%,$0.12010,8/18/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
Milford DEFAULT,$0.11610,8/18/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
Milford GREEN 100%,$0.14690,8/18/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
Milford GREEN 50%,$0.12690,8/18/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
New Boston GREEN Default,$0.12010,8/18/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
New Boston GREEN 50%,$0.12690,8/18/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
New Boston BASIC,$0.11610,8/18/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
RescueLock 12,$0.13590,9/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$110.00,*Last meter read*,0.00 %,"When you enroll on RescueLock 12, 5% of your monthly energy charges will be donated to PetSmart Charities!",Eversource,ResidentialCompare,2025-09-05
SureLock 24,$0.13090,9/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,24 months,$200.00,*Last meter read*,0.00 %,Comments:,Eversource,ResidentialCompare,2025-09-05
Amherst GREEN 100% Small Commercial,$0.11950,8/18/2025,Amherst Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
14 Month Standard Fixed,$0.12990,8/11/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,14 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Unitil,ResidentialCompare,2025-09-05
Clean 50 - Residential (Fixed Rate),$0.15129,8/20/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-09-05
Clean 100 - Residential (Fixed Rate),$0.17129,8/20/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-09-05
Granite Plus - Residential (Fixed Rate),$0.14429,8/22/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-09-05
Canterbury Basic - Residential,$0.13929,8/22/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,This rate is available to Canterbury Community Power Customers. www.communitypowernh.gov/canterbury,Unitil,ResidentialCompare,2025-09-05
Granite Basic - Residential (Monthly Variable),$0.10736,8/22/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"September, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-09-05
Granite Basic - Residential (Fixed Rate),$0.13729,8/22/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-09-05
Clean 50 - Residential (Monthly Variable),$0.12136,8/20/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"September, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-09-05
Simple Power 12 - Residential,$0.11590,9/3/2025,ENH Power,Fixed,No,1-833-488-3147,No,12 months,$100.00,*Last meter read*,0.00 %,"Enjoy 12 months of a fixed rate with no MSF and a $100 ETF. Only new customers are eligible to sign up for this plan online. For existing customers with ENH Power, please call (844) 821-8030 to renew.",Unitil,ResidentialCompare,2025-09-05
Easy Choice 3 - Residential,$0.09290,9/3/2025,ENH Power,Fixed,No,1-833-488-3147,No,3 months,No,*Last meter read*,0.00 %,"Enjoy 3 months of a fixed rate with no MSF and no ETF. Only new customers are eligible to sign up for this plan online. For existing customers with ENH Power, please call (844) 821-8030 to renew.",Unitil,ResidentialCompare,2025-09-05
Optional Green 100,$0.12918,9/4/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,2 months,No,"November, 2025 *Last meter read*",100.00 %,"Available only to residential customers located in Hampton, NH;",Unitil,ResidentialCompare,2025-09-05
Optional Green 33,$0.10798,9/4/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,2 months,No,"November, 2025 *Last meter read*",57.30 %,"Available only to residential customers located in Hampton, NH;",Unitil,ResidentialCompare,2025-09-05
Standard,$0.09425,9/4/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,2 months,No,"November, 2025 *Last meter read*",24.30 %,"Available only to residential customers located in Hampton, NH;",Unitil,ResidentialCompare,2025-09-05
12 Month Standard Fixed,$0.12790,8/11/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,12 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Unitil,ResidentialCompare,2025-09-05
White Mountain Select 12 Month Term,$0.15500,9/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Liberty,ResidentialCompare,2025-09-05
14 Month Renewable Fixed,$0.13940,8/11/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,14 months,$10.00,*Last meter read*,100.00 %,$10.00 for each month remaining in your contract.,Unitil,ResidentialCompare,2025-09-05
SmartEnergy -  Web Only Rate,$0.11000,8/5/2025,SmartEnergy,Fixed,No,1-800-760-1207,No,4 months,No,*Last meter read*,100.00 %,Enjoy our fixed rate for 4 months!,Unitil,ResidentialCompare,2025-09-05
Think Clean 12,$0.11900,8/31/2025,Think Energy,Fixed,No,1-833-669-3080,No,12 months,No,*Last meter read*,100.00 %,Think Clean 12,Unitil,ResidentialCompare,2025-09-05
Think Basic 3,$0.09900,9/1/2025,Think Energy,Fixed,No,1-833-669-3080,No,3 months,No,*Last meter read*,0.00 %,Comments:,Unitil,ResidentialCompare,2025-09-05
Think Clean 36,$0.12500,8/31/2025,Think Energy,Fixed,No,1-833-669-3080,No,36 months,No,*Last meter read*,100.00 %,Think Clean 36,Unitil,ResidentialCompare,2025-09-05
Power Your Tomorrow Fixed - 12,$0.11770,8/19/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,12 months,No,*Last meter read*,0.00 %,12 monthly bill cycles fixed at 11.77 cents/kWh. See full terms in terms of service,Unitil,ResidentialCompare,2025-09-05
Power Your Tomorrow Fixed - 15,$0.11570,8/19/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,15 months,No,*Last meter read*,0.00 %,15 monthly bill cycles fixed at 11.57 cents/kWh. See full terms in terms of service.,Unitil,ResidentialCompare,2025-09-05
Power Your Tomorrow Fixed - 4,$0.12280,8/19/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,4 months,$50.00,*Last meter read*,0.00 %,4 monthly bill cycles fixed at 12.28 cents/kWh. See full terms in terms of service.,Unitil,ResidentialCompare,2025-09-05
Power Your Tomorrow Fixed - 18,$0.11870,8/19/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,18 months,No,*Last meter read*,0.00 %,18 monthly bill cycles fixed at 11.87 cents/kWh. See full terms in terms of service,Unitil,ResidentialCompare,2025-09-05
Power Your Tomorrow Fixed - 4 Green,$0.15020,8/19/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,4 months,$50.00,*Last meter read*,100.00 %,4 monthly bill cycles fixed at 15.02 cents/kWh. See full terms in terms of service.,Unitil,ResidentialCompare,2025-09-05
Power Your Tomorrow Variable - 1,$0.08270,8/19/2025,Town Square Energy,Variable,No,1-877-430-0093,No,1 months,No,*Last meter read*,0.00 %,You will be given the opportunity to earn a rebate equal to 10% of what you paid toward the electricity supply charges during your first ten full billing cycles.,Unitil,ResidentialCompare,2025-09-05
Power Your Tomorrow Variable - 1 Green,$0.09270,8/19/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,1 months,No,*Last meter read*,100.00 %,You will be given the opportunity to earn a rebate equal to 10% of what you paid toward the electricity supply charges during your first ten full billing cycles.,Unitil,ResidentialCompare,2025-09-05
Clean 100 - Residential (Monthly Variable),$0.14136,8/20/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"September, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-09-05
Granite Plus - Residential (Monthly Variable),$0.11436,8/22/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"September, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-09-05
Winter Break 12,$0.19000,9/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Unitil,ResidentialCompare,2025-09-05
Ultimate Perks 12,$0.14750,9/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Unitil,ResidentialCompare,2025-09-05
Ultimate Perks 12,$0.16000,9/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Liberty,ResidentialCompare,2025-09-05
Winter Break 24,$0.18000,9/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,24 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Liberty,ResidentialCompare,2025-09-05
Winter Break 12,$0.17500,9/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Liberty,ResidentialCompare,2025-09-05
Granite Basic,$0.13332,8/20/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-09-05
Clean 50,$0.14732,8/20/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"January, 2026 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-09-05
Enfield Local - Residential,$0.13532,8/22/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,Visit communitypowernh.gov/enfield to select your local power option.,Liberty,ResidentialCompare,2025-09-05
Granite Plus,$0.14032,8/20/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-09-05
Clean 100,$0.16732,8/20/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-09-05
Easy Choice 3 - Residential,$0.10990,9/3/2025,ENH Power,Fixed,No,1-833-488-3147,No,3 months,No,*Last meter read*,0.00 %,"Enjoy 3 months of a fixed rate with no MSF and no ETF. Only new customers are eligible to sign up for this plan online. For existing customers with ENH Power, please call (844) 821-8030 to renew.",Liberty,ResidentialCompare,2025-09-05
Simple Power 12 - Residential,$0.11600,9/3/2025,ENH Power,Fixed,No,1-833-488-3147,No,12 months,$100.00,*Last meter read*,0.00 %,"Enjoy 12 months of a fixed rate with no MSF and a $100 ETF. Only new customers are eligible to sign up for this plan online. For existing customers with ENH Power, please call (844) 821-8030 to renew.",Liberty,ResidentialCompare,2025-09-05
