plan_name,per_kwh,last_update,company_name,pricing,monthly_charge,phone,intro_price,rate_good_for,cancel_fee,rate_end,renewable_energy,comments,provider,rate_type,retrieval_date
SimpleClean,$0.17490,1/1/2025,"XOOM Energy New Hampshire, LLC",Variable,No,1-888-997-8979,No,1 months,No,*Last meter read*,50.00 %,Comments:,Eversource,ResidentialCompare,2025-01-25
12 Month Renewable Fixed,$0.13540,1/3/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,12 months,$10.00,*Last meter read*,100.00 %,$10.00 for each month remaining in your contract.,Eversource,ResidentialCompare,2025-01-25
12 Month Standard Fixed,$0.12590,1/3/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,12 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Eversource,ResidentialCompare,2025-01-25
10 Month Standard Fixed,$0.12290,1/3/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,10 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Eversource,ResidentialCompare,2025-01-25
Optional Green 100,$0.12918,1/17/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,9 months,No,"November, 2025 *Last meter read*",100.00 %,"Available only to residential customers located in Hampton, NH",Eversource,ResidentialCompare,2025-01-25
Live Brighter AE 12,$0.11290,1/6/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,12 months,No,*Last meter read*,0.00 %,Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-01-25
Live Brighter 24,$0.12290,1/6/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,24 months,No,*Last meter read*,0.00 %,Rate plan is available for new customers only.only.,Eversource,ResidentialCompare,2025-01-25
Live Brighter 12,$0.11890,1/6/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,12 months,No,*Last meter read*,0.00 %,Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-01-25
Live Brighter 10,$0.10090,1/6/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,10 months,No,*Last meter read*,0.00 %,Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-01-25
Go Green Lights 24,$0.12790,1/6/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,24 months,No,*Last meter read*,100.00 %,Green Energy. Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-01-25
Live Brighter TO 10,$0.10790,1/6/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,10 months,No,*Last meter read*,0.00 %,Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-01-25
Live Brighter AE 10,$0.10190,1/6/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,10 months,No,*Last meter read*,0.00 %,Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-01-25
Simple Power 12 - Residential,$0.11590,1/14/2025,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for you. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Eversource,ResidentialCompare,2025-01-25
Optional Green 33,$0.10798,1/17/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,9 months,No,"November, 2025 *Last meter read*",57.30 %,"Available only to residential customers located in Hampton, NH",Eversource,ResidentialCompare,2025-01-25
Marlborough 50,$0.12050,1/2/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Includes voluntary renewable energy above state required minimum to total 50%,Eversource,ResidentialCompare,2025-01-25
Standard,$0.09425,1/17/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,9 months,No,"November, 2025 *Last meter read*",24.30 %,"Available only to residential customers located in Hampton, NH",Eversource,ResidentialCompare,2025-01-25
Keene 100% Local Green,$0.13900,1/2/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Adds voluntary renewable energy (NH Class I RECs) to total 100%,Eversource,ResidentialCompare,2025-01-25
Keene Local Green,$0.11470,1/2/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default option offered by the City of Keene. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-01-25
Keene Basic,$0.11100,1/2/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Meets state minimum renewable energy requirements.,Eversource,ResidentialCompare,2025-01-25
Keene 50% Local Green,$0.12050,1/2/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Adds voluntary renewable energy (NH Class I RECs) to total 50%.,Eversource,ResidentialCompare,2025-01-25
Marlborough 100,$0.13900,1/2/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Includes voluntary renewable energy above state required minimum to total 100%,Eversource,ResidentialCompare,2025-01-25
Marlborough Standard,$0.11471,1/2/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default program plan offered by Town of Marlborough. Includes 10% more renewable energy from Class I sources than required by state law,Eversource,ResidentialCompare,2025-01-25
Marlborough Basic,$0.11100,1/2/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Meets state minimum renewable energy requirements,Eversource,ResidentialCompare,2025-01-25
White Mountain Select 12 Month Term,$0.16450,1/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Liberty,ResidentialCompare,2025-01-25
Winter Break 24,$0.21500,1/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,24 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Liberty,ResidentialCompare,2025-01-25
Jaffrey GREEN 50% Small Commercial,$0.11648,1/3/2025,Community Power - Town of Jaffrey,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-01-25
Winter Break 12,$0.21000,1/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Liberty,ResidentialCompare,2025-01-25
Clean 50,$0.10300,1/2/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"July, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-01-25
Granite Basic,$0.08900,1/2/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"July, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-01-25
Granite Plus - Monthly,$0.14000,1/2/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"February, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-01-25
Canterbury Basic,$0.09100,1/7/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"July, 2025 *Last meter read*",25.20 %,This rate is available to Canterbury Community Power Customers.,Unitil,ResidentialCompare,2025-01-25
Granite Basic - Monthly,$0.13000,1/2/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"February, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-01-25
Clean 100,$0.12300,1/2/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"July, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-01-25
Granite Plus,$0.09600,1/2/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"July, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-01-25
Clean 50 - Monthly,$0.15000,1/2/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"February, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-01-25
Simple Power 12 - Residential,$0.11490,1/14/2025,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for you. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Unitil,ResidentialCompare,2025-01-25
Optional Green 33,$0.10798,1/17/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,9 months,No,"November, 2025 *Last meter read*",57.30 %,"Available only to residential customers located in Hampton, NH;",Unitil,ResidentialCompare,2025-01-25
Optional Green 100,$0.12918,1/17/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,9 months,No,"November, 2025 *Last meter read*",100.00 %,"Available only to residential customers located in Hampton, NH;",Unitil,ResidentialCompare,2025-01-25
Standard,$0.09425,1/17/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,9 months,No,"November, 2025 *Last meter read*",24.30 %,"Available only to residential customers located in Hampton, NH;",Unitil,ResidentialCompare,2025-01-25
10 Month Standard Fixed,$0.12290,1/3/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,10 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Unitil,ResidentialCompare,2025-01-25
12 Month Renewable Fixed,$0.13540,1/3/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,12 months,$10.00,*Last meter read*,100.00 %,$10.00 for each month remaining in your contract.,Unitil,ResidentialCompare,2025-01-25
12 Month Standard Fixed,$0.12590,1/3/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,12 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Unitil,ResidentialCompare,2025-01-25
SmartEnergy -  Web Only Rate,$0.11780,1/16/2025,SmartEnergy,Fixed,No,1-800-760-1207,No,6 months,No,*Last meter read*,100.00 %,Enjoy 6 months of Fixed Rate!,Unitil,ResidentialCompare,2025-01-25
Think Clean 36,$0.12500,12/30/2024,Think Energy,Fixed,No,1-833-669-3080,No,36 months,No,*Last meter read*,100.00 %,Think Clean 36,Unitil,ResidentialCompare,2025-01-25
Think Basic 9,$0.09900,1/21/2025,Think Energy,Fixed,No,1-833-669-3080,No,9 months,No,*Last meter read*,0.00 %,Environmental Donation Available. Contact Think for details.,Unitil,ResidentialCompare,2025-01-25
Think Clean 12,$0.11900,1/24/2025,Think Energy,Fixed,No,1-833-669-3080,No,12 months,No,*Last meter read*,100.00 %,Think Clean 12,Unitil,ResidentialCompare,2025-01-25
Clean 100 - Monthly,$0.17900,1/2/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"February, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-01-25
Ultimate Perks 12,$0.14750,1/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Unitil,ResidentialCompare,2025-01-25
Winter Break 12,$0.19000,1/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Unitil,ResidentialCompare,2025-01-25
White Mountain Select 12 Month Term,$0.17900,1/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,NHEC,ResidentialCompare,2025-01-25
Granite Basic,$0.08900,1/2/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"July, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-01-25
Clean 50,$0.10300,1/2/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"July, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-01-25
Granite Plus,$0.09600,1/2/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"July, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-01-25
Clean 100,$0.12300,1/2/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"July, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-01-25
Simple Power 12 - Residential,$0.10890,1/22/2025,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for you. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Liberty,ResidentialCompare,2025-01-25
10 Month Standard Fixed,$0.12290,1/3/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,10 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Liberty,ResidentialCompare,2025-01-25
12 Month Renewable Fixed,$0.13540,1/3/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,12 months,$10.00,*Last meter read*,100.00 %,$10.00 for each month remaining in your contract.,Liberty,ResidentialCompare,2025-01-25
12 Month Standard Fixed,$0.12590,1/3/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,12 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Liberty,ResidentialCompare,2025-01-25
Winter Break 24,$0.25200,1/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,24 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",NHEC,ResidentialCompare,2025-01-25
Winter Break 24,$0.19300,1/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,24 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Unitil,ResidentialCompare,2025-01-25
Winter Break 12,$0.24900,1/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",NHEC,ResidentialCompare,2025-01-25
Ultimate Perks 12,$0.18900,1/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,NHEC,ResidentialCompare,2025-01-25
Granite Basic,$0.08900,1/2/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"July, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,ResidentialCompare,2025-01-25
Clean 100,$0.12300,1/2/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"July, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,ResidentialCompare,2025-01-25
Clean 50,$0.10300,1/2/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"July, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,ResidentialCompare,2025-01-25
Granite Plus,$0.09600,1/2/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"July, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,ResidentialCompare,2025-01-25
Simple Power 12 - Residential,$0.11640,1/14/2025,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for you. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,NHEC,ResidentialCompare,2025-01-25
White Mountain Select 12 Month Term,$0.13500,1/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Unitil,ResidentialCompare,2025-01-25
Peterborough Local,$0.08928,1/6/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2025 *Last meter read*",25.20 %,This rate is available to Peterborough Community Power Customers.,Eversource,ResidentialCompare,2025-01-25
Clean 50,$0.10300,1/2/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"July, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,ResidentialCompare,2025-01-25
Granite Basic,$0.08900,1/2/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"July, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,ResidentialCompare,2025-01-25
Clean 100,$0.12300,1/2/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"July, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,ResidentialCompare,2025-01-25
Keene 50% Local Green - Commercial,$0.12050,1/2/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Includes voluntary renewable energy from Class I sources to total 50%.,Eversource,SmallCommercialCompare,2025-01-25
Marlborough Standard - Commercial,$0.11471,1/2/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default option offered by the Town of Marlborough. Includes 10% more renewable energy than required by state law,Eversource,SmallCommercialCompare,2025-01-25
Marlborough Basic - Commercial,$0.11100,1/2/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Meets state renewable energy requirements,Eversource,SmallCommercialCompare,2025-01-25
Marlborough 50 - Commercial,$0.12050,1/2/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Includes voluntary renewable energy from Class I sources to total 50%,Eversource,SmallCommercialCompare,2025-01-25
Marlborough 100 - Commercial,$0.13900,1/2/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Includes voluntary renewable energy from Class I sources to total 100%,Eversource,SmallCommercialCompare,2025-01-25
Swanzey 50 - Commercial,$0.12050,1/2/2025,Swanzey Community Power from Town of Swanzey,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Includes voluntary renewable energy from Class I sources to total 50%.,Eversource,SmallCommercialCompare,2025-01-25
Swanzey Basic - Commercial,$0.11100,1/2/2025,Swanzey Community Power from Town of Swanzey,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Meets state renewable energy requirements.,Eversource,SmallCommercialCompare,2025-01-25
Swanzey Standard - Commercial,$0.11471,1/2/2025,Swanzey Community Power from Town of Swanzey,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default option offered by the Town of Swanzey. Includes 10% more renewable energy above minimum required by state law.,Eversource,SmallCommercialCompare,2025-01-25
Swanzey 100 - Commerical,$0.13900,1/2/2025,Swanzey Community Power from Town of Swanzey,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Includes voluntary renewable energy from Class I sources to total 100%.,Eversource,SmallCommercialCompare,2025-01-25
Wilton Standard Commercial,$0.11471,1/2/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default option offered by the Town of Wilton. Includes 10% more renewable energy than required by state law,Eversource,SmallCommercialCompare,2025-01-25
Wilton Basic - Commercial,$0.11100,1/2/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Meet minimum state renewable energy requirements,Eversource,SmallCommercialCompare,2025-01-25
Wilton 50 - Commercial,$0.12050,1/2/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Includes voluntary renewable energy from Class I sources to total 50%,Eversource,SmallCommercialCompare,2025-01-25
Wilton 100 - Commercial,$0.13900,1/2/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Includes voluntary renewable energy from Class I sources to total 100%,Eversource,SmallCommercialCompare,2025-01-25
BizLock12 - Small Commercial,$0.11890,1/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$500.00,*Last meter read*,0.00 %,Comments:,Eversource,SmallCommercialCompare,2025-01-25
BizSimpleClean,$0.17490,1/1/2025,"XOOM Energy New Hampshire, LLC",Variable,No,1-888-997-8979,No,1 months,No,*Last meter read*,50.00 %,N/A,Eversource,SmallCommercialCompare,2025-01-25
BizSimpleClean 12- Small Commercial,$0.12090,1/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$500.00,*Last meter read*,50.00 %,Comments:,Eversource,SmallCommercialCompare,2025-01-25
