plan_name,per_kwh,last_update,company_name,pricing,monthly_charge,phone,intro_price,rate_good_for,cancel_fee,rate_end,renewable_energy,comments,provider,rate_type,retrieval_date
SmartEnergy -  Web Only Rate,$0.12560,7/15/2025,SmartEnergy,Fixed,No,1-800-760-1207,No,6 months,No,*Last meter read*,100.00 %,Enjoy our fixed rate for 6 months!,Eversource,ResidentialCompare,2025-07-17
Swanzey 100,$0.13900,7/3/2025,Swanzey Community Power from Town of Swanzey,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Adds voluntary renewable energy (NH Class I RECs) to total 100%.,Eversource,ResidentialCompare,2025-07-17
Swanzey Basic,$0.11100,7/3/2025,Swanzey Community Power from Town of Swanzey,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Meets state minimum renewable energy requirements.,Eversource,ResidentialCompare,2025-07-17
Swanzey Standard,$0.11471,7/3/2025,Swanzey Community Power from Town of Swanzey,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default option offered by the Town of Swanzey. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-07-17
Swanzey 50,$0.12050,7/3/2025,Swanzey Community Power from Town of Swanzey,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Adds voluntary renewable energy (NH Class I RECs) to total 50%.,Eversource,ResidentialCompare,2025-07-17
Think Clean 12,$0.11900,6/27/2025,Think Energy,Fixed,No,1-833-669-3080,No,12 months,No,*Last meter read*,100.00 %,Think Clean 12,Eversource,ResidentialCompare,2025-07-17
Think Clean 36,$0.11900,6/27/2025,Think Energy,Fixed,No,1-833-669-3080,No,36 months,No,*Last meter read*,100.00 %,Think Clean 36,Eversource,ResidentialCompare,2025-07-17
Think Basic 4,$0.08900,7/9/2025,Think Energy,Fixed,No,1-833-669-3080,No,4 months,No,*Last meter read*,0.00 %,Environmental Donation Available. Contact Think for details.,Eversource,ResidentialCompare,2025-07-17
Power Your Tomorrow Variable - 1 Green,$0.09890,7/10/2025,Town Square Energy,Variable,No,1-877-430-0093,No,1 months,No,*Last meter read*,100.00 %,You will be given the opportunity to earn a rebate equal to 10% of what you paid toward the electricity supply charges during your first ten full billing cycles.,Eversource,ResidentialCompare,2025-07-17
Power Your Tomorrow - 4 Green,$0.14740,7/10/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,4 months,$50.00,*Last meter read*,100.00 %,4 monthly bill cycles fixed at 14.74 cents/kWh. See full terms in terms of service.,Eversource,ResidentialCompare,2025-07-17
Power Your Tomorrow Fixed - 5,$0.09970,7/3/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,5 months,No,*Last meter read*,0.00 %,5 monthly bill cycles fixed at 9.97 cents/kWh. See full terms in terms of service.,Eversource,ResidentialCompare,2025-07-17
Marlborough 50,$0.12050,7/3/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Includes voluntary renewable energy above state required minimum to total 50%.,Eversource,ResidentialCompare,2025-07-17
Marlborough 100,$0.13900,7/3/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Includes voluntary renewable energy above state required minimum to total 100%.,Eversource,ResidentialCompare,2025-07-17
Power Your Tomorrow Variable - 1,$0.08890,7/10/2025,Town Square Energy,Variable,No,1-877-430-0093,No,1 months,No,*Last meter read*,0.00 %,You will be given the opportunity to earn a rebate equal to 10% of what you paid toward the electricity supply charges during your first ten full billing cycles.,Eversource,ResidentialCompare,2025-07-17
Keene Local Green,$0.11470,7/3/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default option offered by the City of Keene. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-07-17
Granite Basic - Residential,$0.13419,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,ResidentialCompare,2025-07-17
Enfield Local - Residential,$0.13619,6/30/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,This rate is available for Enfield Community Power customers who are served by Eversource. Visit communitypowernh.gov/Enfield to select your product option.,Eversource,ResidentialCompare,2025-07-17
Peterborough Local - Residential,$0.13995,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,This rate is available to Peterborough Community Power Customers.,Eversource,ResidentialCompare,2025-07-17
Granite Plus - Residential,$0.14119,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,ResidentialCompare,2025-07-17
Clean 50 - Residential,$0.14819,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,ResidentialCompare,2025-07-17
Live Brighter AE 16,$0.11490,7/1/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,16 months,No,*Last meter read*,0.00 %,Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-07-17
Live Brighter SS 16,$0.11590,7/1/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,16 months,No,*Last meter read*,0.00 %,Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-07-17
Live Brighter 12,$0.12590,7/1/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,12 months,No,*Last meter read*,0.00 %,Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-07-17
Go Green Lights 24,$0.13290,7/1/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,24 months,No,*Last meter read*,100.00 %,Green Energy. Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-07-17
Live Brighter AE 12,$0.11990,7/1/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,12 months,No,*Last meter read*,0.00 %,Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-07-17
Live Brighter TO 16,$0.12090,7/1/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,16 months,No,*Last meter read*,0.00 %,Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-07-17
Live Brighter 24,$0.12790,7/1/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,24 months,No,*Last meter read*,0.00 %,Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-07-17
Simple Power 12 - Residential,$0.11790,7/15/2025,ENH Power,Fixed,No,1-833-488-3147,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for you. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Eversource,ResidentialCompare,2025-07-17
Optional Green 33,$0.10798,6/26/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,5 months,No,"November, 2025 *Last meter read*",57.30 %,"Available only to residential customers located in Hampton, NH",Eversource,ResidentialCompare,2025-07-17
Optional Green 100,$0.12918,6/26/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,5 months,No,"November, 2025 *Last meter read*",100.00 %,"Available only to residential customers located in Hampton, NH",Eversource,ResidentialCompare,2025-07-17
Standard,$0.09425,6/26/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,5 months,No,"November, 2025 *Last meter read*",24.30 %,"Available only to residential customers located in Hampton, NH",Eversource,ResidentialCompare,2025-07-17
Hillsborough GREEN Default,$0.08850,6/26/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,ResidentialCompare,2025-07-17
Hillsborough GREEN 100%,$0.11920,6/26/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,ResidentialCompare,2025-07-17
Hillsborough GREEN 50%,$0.10270,6/26/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,ResidentialCompare,2025-07-17
Hillsborough BASIC,$0.08810,6/26/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,ResidentialCompare,2025-07-17
Jaffrey BASIC,$0.10568,6/26/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-07-17
Jaffrey GREEN 50%,$0.11648,6/26/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-07-17
Jaffrey GREEN 100%,$0.13648,6/26/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-07-17
Jaffrey GREEN Default,$0.10968,6/26/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-07-17
Keene 100% Local Green,$0.13900,7/3/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Adds voluntary renewable energy (NH Class I RECs) to total 100%.,Eversource,ResidentialCompare,2025-07-17
Keene Basic,$0.11100,7/3/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Meets state minimum renewable energy requirements.,Eversource,ResidentialCompare,2025-07-17
Keene 50% Local Green,$0.12050,7/3/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Adds voluntary renewable energy (NH Class I RECs) to total 50%.,Eversource,ResidentialCompare,2025-07-17
Power Your Tomorrow Fixed - 4,$0.12000,7/10/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,4 months,$50.00,*Last meter read*,0.00 %,4 monthly bill cycles fixed at 12.00 cents/kWh. See full terms in terms of service.,Eversource,ResidentialCompare,2025-07-17
Power Your Tomorrow Fixed - 18,$0.13470,6/30/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,18 months,No,*Last meter read*,0.00 %,18 monthly bill cycles fixed at 13.47 cents/kWh. See full terms in terms of service.,Eversource,ResidentialCompare,2025-07-17
Affordable Wind 12,$0.13190,7/1/2025,CleanSky Energy,Fixed,No,1-888-355-6205,No,12 months,$75.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2025-07-17
Granite Basic,$0.13238,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,ResidentialCompare,2025-07-17
White Mountain Select 12 Month Term,$0.13500,7/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Unitil,ResidentialCompare,2025-07-17
Winter Break 24,$0.19300,7/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,24 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Unitil,ResidentialCompare,2025-07-17
Ultimate Perks 12,$0.14750,7/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Unitil,ResidentialCompare,2025-07-17
Winter Break 12,$0.19000,7/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Unitil,ResidentialCompare,2025-07-17
Granite Plus - Monthly Domestic Service,$0.11700,6/27/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"August, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-07-17
Clean 100 - Monthly Domestic Service,$0.14400,6/27/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"August, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-07-17
Clean 100 - Residential,$0.17129,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-07-17
Granite Plus - Residential,$0.14429,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-07-17
Canterbury Basic - Residential,$0.13929,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,This rate is available to Canterbury Community Power Customers.,Unitil,ResidentialCompare,2025-07-17
Granite Basic - Residential,$0.13729,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-07-17
Clean 50 - Residential,$0.15129,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-07-17
Granite Basic - Monthly Domestic Service,$0.11000,6/27/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"August, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-07-17
Simple Power 12 - Residential,$0.11790,7/15/2025,ENH Power,Fixed,No,1-833-488-3147,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for you. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Unitil,ResidentialCompare,2025-07-17
Optional Green 33,$0.10798,6/26/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,5 months,No,"November, 2025 *Last meter read*",57.30 %,"Available only to residential customers located in Hampton, NH;",Unitil,ResidentialCompare,2025-07-17
Standard,$0.09425,6/26/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,5 months,No,"November, 2025 *Last meter read*",24.30 %,"Available only to residential customers located in Hampton, NH;",Unitil,ResidentialCompare,2025-07-17
Optional Green 100,$0.12918,6/26/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,5 months,No,"November, 2025 *Last meter read*",100.00 %,"Available only to residential customers located in Hampton, NH;",Unitil,ResidentialCompare,2025-07-17
12 Month Standard Fixed,$0.12790,6/30/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,12 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Unitil,ResidentialCompare,2025-07-17
14 Month Standard Fixed,$0.12990,7/2/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,14 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Unitil,ResidentialCompare,2025-07-17
14 Month Renewable Fixed,$0.13940,6/30/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,14 months,$10.00,*Last meter read*,100.00 %,$10.00 for each month remaining in your contract.,Unitil,ResidentialCompare,2025-07-17
SmartEnergy -  Web Only Rate,$0.12670,7/15/2025,SmartEnergy,Fixed,No,1-800-760-1207,No,6 months,No,*Last meter read*,100.00 %,Enjoy our fixed rate for 6 months!,Unitil,ResidentialCompare,2025-07-17
Think Clean 12,$0.11900,6/27/2025,Think Energy,Fixed,No,1-833-669-3080,No,12 months,No,*Last meter read*,100.00 %,Think Clean 12,Unitil,ResidentialCompare,2025-07-17
Think Basic 4,$0.09900,7/9/2025,Think Energy,Fixed,No,1-833-669-3080,No,4 months,No,*Last meter read*,0.00 %,Environmental Donation Available. Contact Think for details.,Unitil,ResidentialCompare,2025-07-17
Think Clean 36,$0.11900,6/27/2025,Think Energy,Fixed,No,1-833-669-3080,No,36 months,No,*Last meter read*,100.00 %,Think Clean 36,Unitil,ResidentialCompare,2025-07-17
Power Your Tomorrow Fixed - 4,$0.12280,7/10/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,4 months,$50.00,*Last meter read*,0.00 %,4 monthly bill cycles fixed at 12.28 cents/kWh. See full terms in terms of service.,Unitil,ResidentialCompare,2025-07-17
Power Your Tomorrow Fixed - 4 Green,$0.15020,7/10/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,4 months,$50.00,*Last meter read*,100.00 %,4 monthly bill cycles fixed at 15.02 cents/kWh. See full terms in terms of service.,Unitil,ResidentialCompare,2025-07-17
Power Your Tomorrow Variable - 1,$0.08270,7/10/2025,Town Square Energy,Variable,No,1-877-430-0093,No,1 months,No,*Last meter read*,0.00 %,You will be given the opportunity to earn a rebate equal to 10% of what you paid toward the electricity supply charges during your first ten full billing cycles.,Unitil,ResidentialCompare,2025-07-17
Power Your Tomorrow Variable - 1 Green,$0.09270,7/10/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,1 months,No,*Last meter read*,100.00 %,You will be given the opportunity to earn a rebate equal to 10% of what you paid toward the electricity supply charges during your first ten full billing cycles.,Unitil,ResidentialCompare,2025-07-17
Simple Power 12 - Residential,$0.11990,7/15/2025,ENH Power,Fixed,No,1-833-488-3147,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for you. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,NHEC,ResidentialCompare,2025-07-17
Granite Plus,$0.13938,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,ResidentialCompare,2025-07-17
Wilton Basic,$0.11100,7/3/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Meets state minimum renewable energy requirements.,Eversource,ResidentialCompare,2025-07-17
Clean 50,$0.14638,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,ResidentialCompare,2025-07-17
Wilton 50,$0.12050,7/3/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Includes voluntary renewable energy (NH Class I RECs) to total 50% renewable energy.,Eversource,ResidentialCompare,2025-07-17
Wilton Standard,$0.11471,7/3/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default program option offered by Town of Wilton. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-07-17
Wilton 100,$0.13900,7/3/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Includes voluntary renewable energy (NH Class I RECs) to total 100%.,Eversource,ResidentialCompare,2025-07-17
SimpleClean,$0.16490,7/1/2025,"XOOM Energy New Hampshire, LLC",Variable,No,1-888-997-8979,No,1 months,No,*Last meter read*,50.00 %,Comments:,Eversource,ResidentialCompare,2025-07-17
SureLock 24,$0.13090,7/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,24 months,$200.00,*Last meter read*,0.00 %,Comments:,Eversource,ResidentialCompare,2025-07-17
SureLock 12 - Residential,$0.12890,7/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$110.00,*Last meter read*,0.00 %,Comments:,Eversource,ResidentialCompare,2025-07-17
RescueLock 12,$0.13590,7/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$110.00,*Last meter read*,0.00 %,"When you enroll on RescueLock 12, 5% of your monthly energy charges will be donated to PetSmart Charities!",Eversource,ResidentialCompare,2025-07-17
SimpleClean12 - Residential,$0.13090,7/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$110.00,*Last meter read*,50.00 %,Comments:,Eversource,ResidentialCompare,2025-07-17
White Mountain Select 12 Month Term,$0.15500,7/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Liberty,ResidentialCompare,2025-07-17
