plan_name,per_kwh,last_update,company_name,pricing,monthly_charge,phone,intro_price,rate_good_for,cancel_fee,rate_end,renewable_energy,comments,provider,rate_type,retrieval_date
Swanzey 100,$0.13900,5/1/2025,Swanzey Community Power from Town of Swanzey,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Adds voluntary renewable energy (NH Class I RECs) to total 100%.,Eversource,ResidentialCompare,2025-06-01
Swanzey Basic,$0.11100,5/1/2025,Swanzey Community Power from Town of Swanzey,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Meets state minimum renewable energy requirements.,Eversource,ResidentialCompare,2025-06-01
Swanzey Standard,$0.11471,5/1/2025,Swanzey Community Power from Town of Swanzey,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default option offered by the Town of Swanzey. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-06-01
Swanzey 50,$0.12050,5/1/2025,Swanzey Community Power from Town of Swanzey,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Adds voluntary renewable energy (NH Class I RECs) to total 50%.,Eversource,ResidentialCompare,2025-06-01
Think Clean 12,$0.11900,5/30/2025,Think Energy,Fixed,No,1-833-669-3080,No,12 months,No,*Last meter read*,100.00 %,Think Clean 12,Eversource,ResidentialCompare,2025-06-01
Think Clean 36,$0.11900,5/30/2025,Think Energy,Fixed,No,1-833-669-3080,No,36 months,No,*Last meter read*,100.00 %,Think Clean 36,Eversource,ResidentialCompare,2025-06-01
Think Basic 5,$0.08900,5/30/2025,Think Energy,Fixed,No,1-833-669-3080,No,5 months,No,*Last meter read*,0.00 %,Environmental Donation Available. Contact Think for details.,Eversource,ResidentialCompare,2025-06-01
Power Your Tomorrow Variable - 1 Green,$0.09890,5/23/2025,Town Square Energy,Variable,No,1-877-430-0093,No,1 months,No,*Last meter read*,100.00 %,You will be given the opportunity to earn a rebate equal to 10% of what you paid toward the electricity supply charges during your first ten full billing cycles.,Eversource,ResidentialCompare,2025-06-01
Power Your Tomorrow Fixed - 6 Green,$0.15270,5/23/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,6 months,$50.00,*Last meter read*,100.00 %,6 monthly bill cycles fixed at 15.27 cents/kWh. See full terms in terms of service.,Eversource,ResidentialCompare,2025-06-01
Power Your Today Fixed - 6,$0.12530,5/23/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,6 months,$50.00,*Last meter read*,0.00 %,6 monthly bill cycles fixed at 12.53 cents/kWh. See full terms in terms of service.,Eversource,ResidentialCompare,2025-06-01
Power Your Tomorrow Fixed - 6,$0.09970,5/1/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,6 months,No,*Last meter read*,0.00 %,6 monthly bill cycles fixed at 9.97 cents/kWh. See full terms in terms of service.,Eversource,ResidentialCompare,2025-06-01
Power Your Tomorrow Fixed - 18,$0.13470,4/30/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,18 months,No,*Last meter read*,0.00 %,18 monthly bill cycles fixed at 13.47 cents/kWh. See full terms in terms of service.,Eversource,ResidentialCompare,2025-06-01
Power Your Tomorrow Variable - 1,$0.08890,5/23/2025,Town Square Energy,Variable,No,1-877-430-0093,No,1 months,No,*Last meter read*,0.00 %,You will be given the opportunity to earn a rebate equal to 10% of what you paid toward the electricity supply charges during your first ten full billing cycles.,Eversource,ResidentialCompare,2025-06-01
Wilton Basic,$0.11100,5/1/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Meets state minimum renewable energy requirements.,Eversource,ResidentialCompare,2025-06-01
Wilton 50,$0.12050,5/1/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Includes voluntary renewable energy (NH Class I RECs) to total 50% renewable energy.,Eversource,ResidentialCompare,2025-06-01
Wilton Standard,$0.11471,5/1/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default program option offered by Town of Wilton. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-06-01
Wilton 100,$0.13900,5/1/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Includes voluntary renewable energy (NH Class I RECs) to total 100%.,Eversource,ResidentialCompare,2025-06-01
New Boston GREEN 100%,$0.13648,5/27/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-06-01
New Boston BASIC,$0.10568,5/27/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-06-01
New Boston GREEN 50%,$0.11648,5/27/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-06-01
Jaffrey GREEN Default,$0.10968,5/27/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-06-01
Easy Choice 3 - Residential,$0.06990,5/6/2025,ENH Power,Fixed,No,1-800-549-6160,No,3 months,No,*Last meter read*,0.00 %,An easy choice for new customers to lock in a fixed rate for 3 months with no monthly service fee or early termination fees.,Eversource,ResidentialCompare,2025-06-01
Optional Green 33,$0.10798,5/13/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,7 months,No,"November, 2025 *Last meter read*",57.30 %,"Available only to residential customers located in Hampton, NH",Eversource,ResidentialCompare,2025-06-01
Optional Green 100,$0.12918,5/13/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,7 months,No,"November, 2025 *Last meter read*",100.00 %,"Available only to residential customers located in Hampton, NH",Eversource,ResidentialCompare,2025-06-01
Standard,$0.09425,5/13/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,7 months,No,"November, 2025 *Last meter read*",24.30 %,"Available only to residential customers located in Hampton, NH",Eversource,ResidentialCompare,2025-06-01
Hillsborough GREEN Default,$0.08850,5/27/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,ResidentialCompare,2025-06-01
Hillsborough GREEN 100%,$0.11920,5/27/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,ResidentialCompare,2025-06-01
Hillsborough GREEN 50%,$0.10270,5/27/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,ResidentialCompare,2025-06-01
Hillsborough BASIC,$0.08810,5/27/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,ResidentialCompare,2025-06-01
Jaffrey BASIC,$0.10568,5/27/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-06-01
Jaffrey GREEN 50%,$0.11648,5/27/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-06-01
Jaffrey GREEN 100%,$0.13648,5/27/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-06-01
Keene 100% Local Green,$0.13900,5/1/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Adds voluntary renewable energy (NH Class I RECs) to total 100%.,Eversource,ResidentialCompare,2025-06-01
New Boston GREEN Default,$0.10968,5/27/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-06-01
Keene Basic,$0.11100,5/1/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Meets state minimum renewable energy requirements.,Eversource,ResidentialCompare,2025-06-01
Keene 50% Local Green,$0.12050,5/1/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Adds voluntary renewable energy (NH Class I RECs) to total 50%.,Eversource,ResidentialCompare,2025-06-01
Keene Local Green,$0.11470,5/1/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default option offered by the City of Keene. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-06-01
Marlborough 100,$0.13900,5/1/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Includes voluntary renewable energy above state required minimum to total 100%.,Eversource,ResidentialCompare,2025-06-01
Marlborough Basic,$0.11100,5/1/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Meets state minimum renewable energy requirements.,Eversource,ResidentialCompare,2025-06-01
Marlborough 50,$0.12050,5/1/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Includes voluntary renewable energy above state required minimum to total 50%.,Eversource,ResidentialCompare,2025-06-01
Marlborough Standard,$0.11471,5/1/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default program plan offered by Town of Marlborough. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-06-01
Milford PLUS 10%,$0.10968,5/27/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-06-01
Milford DEFAULT,$0.10568,5/27/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-06-01
Milford GREEN 100%,$0.13648,5/27/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-06-01
Milford GREEN 50%,$0.11648,5/27/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-06-01
SimpleClean,$0.17490,5/31/2025,"XOOM Energy New Hampshire, LLC",Variable,No,1-888-997-8979,No,1 months,No,"June, 2025 *Last meter read*",50.00 %,Comments:,Eversource,ResidentialCompare,2025-06-01
SureLock 24,$0.13190,5/31/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,24 months,$200.00,"June, 2025 *Last meter read*",0.00 %,Comments:,Eversource,ResidentialCompare,2025-06-01
SureLock 12 - Residential,$0.13090,5/31/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$110.00,"June, 2025 *Last meter read*",0.00 %,Comments:,Eversource,ResidentialCompare,2025-06-01
Standard,$0.09425,5/13/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,7 months,No,"November, 2025 *Last meter read*",24.30 %,"Available only to residential customers located in Hampton, NH;",Unitil,ResidentialCompare,2025-06-01
Winter Break 12,$0.19000,5/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Unitil,ResidentialCompare,2025-06-01
Granite Plus - Monthly Domestic Service,$0.10900,5/27/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"July, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-06-01
Clean 100 - Monthly Domestic Service,$0.13800,5/27/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"July, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-06-01
Clean 100,$0.13100,5/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-06-01
Granite Plus,$0.10400,5/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-06-01
Canterbury Basic,$0.09900,4/29/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",25.20 %,This rate is available to Canterbury Community Power Customers.,Unitil,ResidentialCompare,2025-06-01
Granite Basic,$0.09700,5/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-06-01
Clean 50,$0.11100,5/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-06-01
Granite Basic - Monthly Domestic Service,$0.10200,5/27/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"July, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-06-01
Simple Power 12 - Residential,$0.11690,5/28/2025,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for you. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Unitil,ResidentialCompare,2025-06-01
Optional Green 33,$0.10798,5/13/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,7 months,No,"November, 2025 *Last meter read*",57.30 %,"Available only to residential customers located in Hampton, NH;",Unitil,ResidentialCompare,2025-06-01
Optional Green 100,$0.12918,5/13/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,7 months,No,"November, 2025 *Last meter read*",100.00 %,"Available only to residential customers located in Hampton, NH;",Unitil,ResidentialCompare,2025-06-01
Winter Break 24,$0.19300,5/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,24 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Unitil,ResidentialCompare,2025-06-01
12 Month Standard Fixed,$0.12590,5/20/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,12 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Unitil,ResidentialCompare,2025-06-01
14 Month Standard Fixed,$0.12790,5/20/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,14 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Unitil,ResidentialCompare,2025-06-01
14 Month Renewable Fixed,$0.13740,5/20/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,14 months,$10.00,*Last meter read*,100.00 %,$10.00 for each month remaining in your contract.,Unitil,ResidentialCompare,2025-06-01
SmartEnergy -  Web Only Rate,$0.10780,4/28/2025,SmartEnergy,Fixed,No,1-800-760-1207,No,6 months,No,*Last meter read*,100.00 %,Enjoy our fixed rate for 6 months!,Unitil,ResidentialCompare,2025-06-01
Think Clean 12,$0.11900,5/30/2025,Think Energy,Fixed,No,1-833-669-3080,No,12 months,No,*Last meter read*,100.00 %,Think Clean 12,Unitil,ResidentialCompare,2025-06-01
Think Basic 5,$0.09900,5/30/2025,Think Energy,Fixed,No,1-833-669-3080,No,5 months,No,*Last meter read*,0.00 %,Environmental Donation Available. Contact Think for details.,Unitil,ResidentialCompare,2025-06-01
Think Clean 36,$0.11900,5/30/2025,Think Energy,Fixed,No,1-833-669-3080,No,36 months,No,*Last meter read*,100.00 %,Think Clean 36,Unitil,ResidentialCompare,2025-06-01
Power Your Today Fixed - 6,$0.12920,5/23/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,6 months,$50.00,*Last meter read*,0.00 %,6 monthly bill cycles fixed at 12.92 cents/kWh. See full terms in terms of service.,Unitil,ResidentialCompare,2025-06-01
Power Your Tomorrow Fixed - 6 Green,$0.15660,5/23/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,6 months,$50.00,*Last meter read*,100.00 %,6 monthly bill cycles fixed at 15.66 cents/kWh. See full terms in terms of service.,Unitil,ResidentialCompare,2025-06-01
Power Your Tomorrow Variable - 1,$0.08270,5/23/2025,Town Square Energy,Variable,No,1-877-430-0093,No,1 months,No,*Last meter read*,0.00 %,You will be given the opportunity to earn a rebate equal to 10% of what you paid toward the electricity supply charges during your first ten full billing cycles.,Unitil,ResidentialCompare,2025-06-01
Power Your Tomorrow Variable - 1 Green,$0.09270,5/23/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,1 months,No,*Last meter read*,100.00 %,You will be given the opportunity to earn a rebate equal to 10% of what you paid toward the electricity supply charges during your first ten full billing cycles.,Unitil,ResidentialCompare,2025-06-01
Ultimate Perks 12,$0.14750,5/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Unitil,ResidentialCompare,2025-06-01
White Mountain Select 12 Month Term,$0.13500,5/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Unitil,ResidentialCompare,2025-06-01
RescueLock 12,$0.13790,5/31/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$110.00,"June, 2025 *Last meter read*",0.00 %,"When you enroll on RescueLock 12, 5% of your monthly energy charges will be donated to PetSmart Charities!",Eversource,ResidentialCompare,2025-06-01
Easy Choice 3 - Residential,$0.06690,5/6/2025,ENH Power,Fixed,No,1-800-549-6160,No,3 months,No,*Last meter read*,0.00 %,An easy choice for new customers to lock in a fixed rate for 3 months with no monthly service fee or early termination fees.,Liberty,ResidentialCompare,2025-06-01
SimpleClean12 - Residential,$0.13290,5/31/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$110.00,"June, 2025 *Last meter read*",50.00 %,Comments:,Eversource,ResidentialCompare,2025-06-01
White Mountain Select 12 Month Term,$0.15500,5/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Liberty,ResidentialCompare,2025-06-01
Ultimate Perks 12,$0.16000,5/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Liberty,ResidentialCompare,2025-06-01
Winter Break 24,$0.18000,5/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,24 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Liberty,ResidentialCompare,2025-06-01
Winter Break 12,$0.17500,5/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Liberty,ResidentialCompare,2025-06-01
Granite Basic,$0.09700,5/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-06-01
Clean 50,$0.11100,5/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-06-01
Granite Plus,$0.10400,5/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-06-01
Clean 100 - Annual Non-Residential Opt-In Rate,$0.12400,5/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,12 months,No,"December, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-06-01
Clean 100,$0.13100,5/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-06-01
Simple Power 12 - Residential,$0.11600,5/28/2025,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for you. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Liberty,ResidentialCompare,2025-06-01
14 Month Renewable Fixed,$0.13740,5/19/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,14 months,$10.00,*Last meter read*,100.00 %,$10.00 for each month remaining in your contract.,Liberty,ResidentialCompare,2025-06-01
Easy Choice 3 - Residential,$0.06990,5/6/2025,ENH Power,Fixed,No,1-800-549-6160,No,3 months,No,*Last meter read*,0.00 %,An easy choice for new customers to lock in a fixed rate for 3 months with no monthly service fee or early termination fees.,NHEC,ResidentialCompare,2025-06-01
12 Month Standard Fixed,$0.12590,5/19/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,12 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Liberty,ResidentialCompare,2025-06-01
14 Month Standard Fixed,$0.12790,5/19/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,14 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Liberty,ResidentialCompare,2025-06-01
White Mountain Select 12 Month Term,$0.16400,5/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,NHEC,ResidentialCompare,2025-06-01
