plan_name,per_kwh,last_update,company_name,pricing,monthly_charge,phone,intro_price,rate_good_for,cancel_fee,rate_end,renewable_energy,comments,provider,rate_type,retrieval_date
Think Clean 36,$0.12500,3/31/2025,Think Energy,Fixed,No,1-833-669-3080,No,36 months,No,*Last meter read*,100.00 %,Think Clean 36,Eversource,ResidentialCompare,2025-04-22
Power Your Tomorrow Fixed - 8,$0.11470,3/18/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,8 months,No,*Last meter read*,0.00 %,8 monthly bill cycles fixed at 11.47 cents/kWh. See full terms in terms of service.,Eversource,ResidentialCompare,2025-04-22
Power Your Tomorrow Fixed - 20,$0.13470,3/18/2025,Town Square Energy,Fixed,No,1-877-430-0093,No,20 months,No,*Last meter read*,0.00 %,20 monthly bill cycles fixed at 13.47 cents/kWh. See full terms in terms of service.,Eversource,ResidentialCompare,2025-04-22
Wilton Standard,$0.11471,4/1/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default program option offered by Town of Wilton. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-04-22
Wilton 50,$0.12050,4/1/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Includes voluntary renewable energy (NH Class I RECs) to total 50% renewable energy.,Eversource,ResidentialCompare,2025-04-22
Wilton 100 - Commercial,$0.13900,4/1/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Default program option offered by Town of Wilton. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-04-22
Wilton Standard Commercial,$0.11471,4/1/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default program option offered by Town of Wilton. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-04-22
Wilton Basic - Commercial,$0.11100,4/1/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Default program option offered by Town of Wilton. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-04-22
Wilton 50 - Commercial,$0.12050,4/1/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Default program option offered by Town of Wilton. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-04-22
Wilton Basic,$0.11100,4/1/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Meets state minimum renewable energy requirements.,Eversource,ResidentialCompare,2025-04-22
Rollinsford BASIC,$0.08840,4/1/2025,Rollinsford Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
8 Month Renewable Fixed,$0.13540,3/31/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,8 months,$10.00,*Last meter read*,100.00 %,$10.00 for each month remaining in your contract.,Eversource,ResidentialCompare,2025-04-22
6 Month Standard Fixed,$0.11890,3/31/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,6 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Eversource,ResidentialCompare,2025-04-22
8 Month Standard Fixed,$0.12590,3/31/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,8 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Eversource,ResidentialCompare,2025-04-22
Keene Local Green,$0.11470,4/1/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default option offered by the City of Keene. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-04-22
Keene 50% Local Green - Commercial,$0.12050,4/1/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Meets state minimum renewable energy requirements.,Eversource,ResidentialCompare,2025-04-22
Keene 100% Local Green - Commercial,$0.13900,4/1/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Adds voluntary renewable energy (NH Class I RECs) to total 100%.,Eversource,ResidentialCompare,2025-04-22
Keene Local Green - Commercial,$0.11471,4/1/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default option offered by the City of Keene. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-04-22
Keene 100% Local Green,$0.13900,4/1/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Adds voluntary renewable energy (NH Class I RECs) to total 100%.,Eversource,ResidentialCompare,2025-04-22
Keene 50% Local Green,$0.12050,4/1/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Adds voluntary renewable energy (NH Class I RECs) to total 50%.,Eversource,ResidentialCompare,2025-04-22
Keene Basic,$0.11100,4/1/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Meets state minimum renewable energy requirements.,Eversource,ResidentialCompare,2025-04-22
Marlborough Standard,$0.11471,4/1/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default program plan offered by Town of Marlborough. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-04-22
Marlborough 100,$0.13900,4/1/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Includes voluntary renewable energy above state required minimum to total 100%.,Eversource,ResidentialCompare,2025-04-22
Marlborough 100 - Commercial,$0.13900,4/1/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Default program plan offered by Town of Marlborough. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-04-22
Marlborough 50,$0.12050,4/1/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Includes voluntary renewable energy above state required minimum to total 50%.,Eversource,ResidentialCompare,2025-04-22
Marlborough Basic,$0.11100,4/1/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Meets state minimum renewable energy requirements.,Eversource,ResidentialCompare,2025-04-22
Marlborough Standard - Commercial,$0.11471,4/1/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default program plan offered by Town of Marlborough. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-04-22
Marlborough Basic - Commercial,$0.11100,4/1/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Default program plan offered by Town of Marlborough. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-04-22
Marlborough 50 - Commercial,$0.12050,4/1/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Default program plan offered by Town of Marlborough. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-04-22
Milford DEFAULT,$0.10568,4/1/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
Milford GREEN 50%,$0.11648,4/1/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
Milford GREEN 100%,$0.13648,4/1/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
Milford PLUS 10%,$0.10968,4/1/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
New Boston GREEN 100%,$0.13648,4/1/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
New Boston GREEN Default,$0.10968,4/1/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
New Boston GREEN 50%,$0.11648,4/1/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
New Boston BASIC,$0.10568,4/1/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
Wilton 100,$0.13900,4/1/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Includes voluntary renewable energy (NH Class I RECs) to total 100%.,Eversource,ResidentialCompare,2025-04-22
SimpleClean,$0.17490,4/1/2025,"XOOM Energy New Hampshire, LLC",Variable,No,1-888-997-8979,No,1 months,No,"May, 2025 *Last meter read*",50.00 %,Comments:,Eversource,ResidentialCompare,2025-04-22
RescueLock 12,$0.13890,4/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$110.00,"May, 2025 *Last meter read*",0.00 %,"When you enroll on RescueLock 12, 5% of your monthly energy charges will be donated to PetSmart Charities!",Eversource,ResidentialCompare,2025-04-22
Easy Choice 3 - Residential,$0.06990,4/17/2025,ENH Power,Fixed,No,1-800-549-6160,No,3 months,No,*Last meter read*,0.00 %,An easy choice for new customers to lock in a fixed rate for 3 months with no monthly service fee or early termination fees.,NHEC,ResidentialCompare,2025-04-22
Winter Break 24,$0.19300,4/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,24 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Unitil,ResidentialCompare,2025-04-22
Ultimate Perks 12,$0.14750,4/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Unitil,ResidentialCompare,2025-04-22
Winter Break 12,$0.19000,4/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Unitil,ResidentialCompare,2025-04-22
Granite Plus - Monthly Domestic Service,$0.07800,4/4/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"May, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-04-22
Clean 100 - Monthly Domestic Service,$0.09800,4/4/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"May, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-04-22
Clean 100,$0.13100,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-04-22
Granite Basic,$0.09700,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-04-22
Granite Basic - Monthly Domestic Service,$0.07300,4/4/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"May, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-04-22
Clean 50,$0.11100,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-04-22
Granite Plus,$0.10400,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,ResidentialCompare,2025-04-22
Canterbury Basic,$0.09900,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",25.20 %,This rate is available to Canterbury Community Power Customers.,Unitil,ResidentialCompare,2025-04-22
Easy Choice 3 - Residential,$0.06590,4/17/2025,ENH Power,Fixed,No,1-800-549-6160,No,3 months,No,*Last meter read*,0.00 %,An easy choice for new customers to lock in a fixed rate for 3 months with no monthly service fee or early termination fees.,Unitil,ResidentialCompare,2025-04-22
Simple Power 12 - Residential,$0.11490,4/15/2025,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for you. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Unitil,ResidentialCompare,2025-04-22
Optional Green 33,$0.10798,4/18/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,7 months,No,"November, 2025 *Last meter read*",57.30 %,"Available only to residential customers located in Hampton, NH;",Unitil,ResidentialCompare,2025-04-22
Optional Green 100,$0.12918,4/18/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,7 months,No,"November, 2025 *Last meter read*",100.00 %,"Available only to residential customers located in Hampton, NH;",Unitil,ResidentialCompare,2025-04-22
Standard,$0.09425,4/18/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,7 months,No,"November, 2025 *Last meter read*",24.30 %,"Available only to residential customers located in Hampton, NH;",Unitil,ResidentialCompare,2025-04-22
6 Month Standard Fixed,$0.11890,3/31/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,6 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Unitil,ResidentialCompare,2025-04-22
8 Month Standard Fixed,$0.12590,3/31/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,8 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Unitil,ResidentialCompare,2025-04-22
8 Month Renewable Fixed,$0.13540,3/31/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,8 months,$10.00,*Last meter read*,100.00 %,$10.00 for each month remaining in your contract.,Unitil,ResidentialCompare,2025-04-22
SmartEnergy -  Web Only Rate,$0.10780,3/17/2025,SmartEnergy,Fixed,No,1-800-760-1207,No,6 months,No,*Last meter read*,100.00 %,Enjoy 6 months of Fixed Rate!,Unitil,ResidentialCompare,2025-04-22
Think Basic 6,$0.09900,4/10/2025,Think Energy,Fixed,No,1-833-669-3080,No,6 months,No,*Last meter read*,0.00 %,Environmental Donation Available. Contact Think for details.,Unitil,ResidentialCompare,2025-04-22
Think Clean 36,$0.12500,3/31/2025,Think Energy,Fixed,No,1-833-669-3080,No,36 months,No,*Last meter read*,100.00 %,Think Clean 36,Unitil,ResidentialCompare,2025-04-22
Think Clean 12,$0.12500,3/31/2025,Think Energy,Fixed,No,1-833-669-3080,No,12 months,No,*Last meter read*,100.00 %,Think Clean 12,Unitil,ResidentialCompare,2025-04-22
White Mountain Select 12 Month Term,$0.13500,4/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Unitil,ResidentialCompare,2025-04-22
Simple Power 12 - Residential,$0.11490,4/15/2025,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for you. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,NHEC,ResidentialCompare,2025-04-22
SimpleClean12 - Residential,$0.13490,4/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$110.00,"May, 2025 *Last meter read*",50.00 %,Comments:,Eversource,ResidentialCompare,2025-04-22
Granite Basic,$0.09700,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,ResidentialCompare,2025-04-22
SureLock 12 - Residential,$0.13290,4/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$110.00,"May, 2025 *Last meter read*",0.00 %,Comments:,Eversource,ResidentialCompare,2025-04-22
SureLock 24,$0.13390,4/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,24 months,$200.00,"May, 2025 *Last meter read*",0.00 %,Comments:,Eversource,ResidentialCompare,2025-04-22
White Mountain Select 12 Month Term,$0.15500,4/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Liberty,ResidentialCompare,2025-04-22
Ultimate Perks 12,$0.16000,4/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Liberty,ResidentialCompare,2025-04-22
Winter Break 24,$0.18000,4/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,24 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Liberty,ResidentialCompare,2025-04-22
Winter Break 12,$0.17500,4/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Liberty,ResidentialCompare,2025-04-22
Granite Basic,$0.09700,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-04-22
Clean 50,$0.11100,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-04-22
Granite Plus,$0.10400,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-04-22
Clean 100 - Annual Non-Residential Opt-In Rate,$0.12400,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,12 months,No,"December, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-04-22
Clean 100,$0.13100,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-04-22
Simple Power 12 - Residential,$0.11550,4/15/2025,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for you. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Liberty,ResidentialCompare,2025-04-22
Easy Choice 3 - Residential,$0.06690,4/17/2025,ENH Power,Fixed,No,1-800-549-6160,No,3 months,No,*Last meter read*,0.00 %,An easy choice for new customers to lock in a fixed rate for 3 months with no monthly service fee or early termination fees.,Liberty,ResidentialCompare,2025-04-22
8 Month Renewable Fixed,$0.13540,3/31/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,8 months,$10.00,*Last meter read*,100.00 %,$10.00 for each month remaining in your contract.,Liberty,ResidentialCompare,2025-04-22
6 Month Standard Fixed,$0.11890,3/31/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,6 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Liberty,ResidentialCompare,2025-04-22
8 Month Standard Fixed,$0.12590,3/31/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,8 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Liberty,ResidentialCompare,2025-04-22
White Mountain Select 12 Month Term,$0.16400,4/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,NHEC,ResidentialCompare,2025-04-22
Winter Break 24,$0.25200,4/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,24 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",NHEC,ResidentialCompare,2025-04-22
Winter Break 12,$0.24900,4/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",NHEC,ResidentialCompare,2025-04-22
